Storeid,Cogs,Date,MarketSize,Market,Marketing,ProductLine,ProductType,Product,Profit,Sales,State,TargetCOGS,TargetProfit,TargetSales,OtherExpenses
970,181,01-11-2012,Major Market,Central,50,Leaves,Herbal Tea,Chamomile,107,363,Colorado,170,100,330,75
312,118,01-11-2012,Major Market,Central,33,Leaves,Herbal Tea,Chamomile,127,290,Illinois,110,110,260,45
630,81,01-11-2012,Major Market,Central,22,Leaves,Herbal Tea,Mint,84,198,Illinois,70,80,180,33
330,78,01-11-2012,Major Market,Central,25,Leaves,Tea,Darjeeling,62,197,Ohio,60,60,160,57
630,75,01-11-2012,Major Market,Central,24,Leaves,Tea,Earl Grey,59,189,Illinois,60,50,150,55
419,102,01-11-2012,Major Market,Central,31,Leaves,Tea,Earl Grey,89,245,Ohio,80,70,200,54
719,88,01-11-2012,Major Market,Central,29,Leaves,Tea,Green Tea,70,200,Colorado,70,60,160,42
641,10,01-11-2012,Small Market,Central,3,Beans,Coffee,Decaf Irish Cream,-3,23,Iowa,0,10,20,16
262,77,01-11-2012,Small Market,Central,25,Beans,Coffee,Decaf Irish Cream,51,180,Wisconsin,70,60,170,52
563,15,01-11-2012,Small Market,Central,4,Beans,Coffee,Amaretto,8,39,Iowa,10,10,30,16
573,82,01-11-2012,Small Market,Central,31,Beans,Coffee,Colombian,38,184,Missouri,80,40,180,64
262,94,01-11-2012,Small Market,Central,85,Beans,Coffee,Colombian,16,224,Wisconsin,90,30,220,114
314,54,01-11-2012,Small Market,Central,15,Beans,Espresso,Caffe Mocha,51,132,Missouri,60,80,160,27
920,75,01-11-2012,Small Market,Central,23,Beans,Espresso,Caffe Mocha,45,164,Wisconsin,90,70,200,44
712,228,01-11-2012,Small Market,Central,75,Leaves,Herbal Tea,Chamomile,196,532,Iowa,210,180,490,108
712,113,01-11-2012,Small Market,Central,36,Leaves,Herbal Tea,Lemon,107,278,Iowa,100,100,250,58
712,211,01-11-2012,Small Market,Central,59,Leaves,Tea,Darjeeling,129,423,Iowa,170,110,350,83
319,245,01-11-2012,Small Market,Central,93,Leaves,Tea,Earl Grey,173,545,Iowa,200,130,450,127
720,86,01-12-2012,Major Market,Central,24,Beans,Coffee,Decaf Irish Cream,88,210,Colorado,80,90,200,36
630,127,01-12-2012,Major Market,Central,40,Beans,Coffee,Decaf Irish Cream,122,312,Illinois,120,130,300,63
970,67,01-12-2012,Major Market,Central,22,Beans,Espresso,Decaf Espresso,47,168,Colorado,80,80,210,54
630,250,01-12-2012,Major Market,Central,70,Beans,Espresso,Decaf Espresso,157,501,Illinois,320,240,640,94
719,123,01-12-2012,Major Market,Central,34,Beans,Coffee,Amaretto,134,302,Colorado,120,130,290,45
847,224,01-12-2012,Major Market,Central,73,Beans,Coffee,Colombian,194,534,Illinois,220,190,520,116
970,54,01-12-2012,Major Market,Central,15,Beans,Espresso,Caffe Mocha,53,133,Colorado,60,90,170,26
815,247,01-12-2012,Major Market,Central,81,Beans,Espresso,Caffe Mocha,216,576,Illinois,310,320,730,113
740,153,01-12-2012,Major Market,Central,42,Beans,Espresso,Caffe Mocha,87,306,Ohio,190,140,390,66
303,153,01-12-2012,Major Market,Central,42,Leaves,Herbal Tea,Chamomile,87,306,Colorado,140,80,280,66
309,123,01-12-2012,Major Market,Central,34,Leaves,Herbal Tea,Chamomile,133,302,Illinois,110,130,280,46
630,86,01-12-2012,Major Market,Central,24,Leaves,Herbal Tea,Mint,88,210,Illinois,80,80,190,36
513,88,01-12-2012,Major Market,Central,29,Leaves,Tea,Darjeeling,72,221,Ohio,70,70,180,61
740,134,01-12-2012,Major Market,Central,41,Leaves,Tea,Earl Grey,121,320,Ohio,110,90,260,65
719,81,01-12-2012,Major Market,Central,26,Leaves,Tea,Green Tea,66,185,Colorado,60,60,150,38
319,10,01-12-2012,Small Market,Central,3,Beans,Coffee,Decaf Irish Cream,-1,24,Iowa,0,10,20,15
715,83,01-12-2012,Small Market,Central,27,Beans,Coffee,Decaf Irish Cream,57,195,Wisconsin,80,70,190,55
573,68,01-12-2012,Small Market,Central,25,Beans,Coffee,Colombian,26,153,Missouri,60,40,150,59
715,105,01-12-2012,Small Market,Central,95,Beans,Coffee,Colombian,20,250,Wisconsin,100,30,240,125
314,50,01-12-2012,Small Market,Central,14,Beans,Espresso,Caffe Mocha,48,123,Missouri,60,70,150,25
715,80,01-12-2012,Small Market,Central,24,Beans,Espresso,Caffe Mocha,50,176,Wisconsin,100,80,220,46
641,247,01-12-2012,Small Market,Central,81,Leaves,Herbal Tea,Chamomile,216,576,Iowa,230,200,530,113
319,127,01-12-2012,Small Market,Central,40,Leaves,Herbal Tea,Lemon,123,312,Iowa,120,120,290,62
641,250,01-12-2012,Small Market,Central,70,Leaves,Tea,Darjeeling,156,501,Iowa,210,120,410,95
641,294,01-12-2012,Small Market,Central,111,Leaves,Tea,Earl Grey,216,654,Iowa,240,170,540,144
573,20,01-12-2012,Small Market,Central,7,Leaves,Tea,Earl Grey,-16,45,Missouri,10,-10,30,41
719,108,01-10-2013,Major Market,Central,30,Beans,Coffee,Decaf Irish Cream,172,282,Colorado,100,150,260,41
815,122,01-10-2013,Major Market,Central,39,Beans,Coffee,Decaf Irish Cream,171,318,Illinois,110,160,300,61
970,72,01-10-2013,Major Market,Central,23,Beans,Espresso,Decaf Espresso,83,194,Colorado,100,130,260,54
773,239,01-10-2013,Major Market,Central,66,Beans,Espresso,Decaf Espresso,221,509,Illinois,340,300,710,90
419,54,01-10-2013,Major Market,Central,20,Beans,Espresso,Decaf Espresso,18,128,Ohio,70,70,170,54
719,123,01-10-2013,Major Market,Central,34,Beans,Coffee,Amaretto,197,322,Colorado,120,160,300,46
815,154,01-10-2013,Major Market,Central,50,Beans,Coffee,Colombian,178,391,Illinois,150,160,370,93
970,76,01-10-2013,Major Market,Central,21,Beans,Espresso,Caffe Mocha,117,199,Colorado,100,170,280,32
312,257,01-10-2013,Major Market,Central,84,Beans,Espresso,Caffe Mocha,332,637,Illinois,370,420,890,117
513,161,01-10-2013,Major Market,Central,45,Beans,Espresso,Caffe Mocha,137,343,Ohio,230,190,470,69
720,161,01-10-2013,Major Market,Central,45,Leaves,Herbal Tea,Chamomile,137,343,Colorado,120,110,260,69
708,123,01-10-2013,Major Market,Central,34,Leaves,Herbal Tea,Chamomile,197,322,Illinois,90,140,240,46
815,108,01-10-2013,Major Market,Central,30,Leaves,Herbal Tea,Mint,172,282,Illinois,80,120,210,41
419,82,01-10-2013,Major Market,Central,27,Leaves,Tea,Darjeeling,96,218,Ohio,50,60,140,58
419,91,01-10-2013,Major Market,Central,28,Leaves,Tea,Earl Grey,113,232,Ohio,50,80,150,51
970,90,01-10-2013,Major Market,Central,29,Leaves,Tea,Green Tea,110,218,Colorado,50,80,140,41
641,10,01-10-2013,Small Market,Central,3,Beans,Coffee,Decaf Irish Cream,-3,25,Iowa,0,10,10,15
920,86,01-10-2013,Small Market,Central,28,Beans,Coffee,Decaf Irish Cream,91,215,Wisconsin,80,100,200,55
573,79,01-10-2013,Small Market,Central,30,Beans,Coffee,Colombian,52,189,Missouri,70,70,170,63
414,96,01-10-2013,Small Market,Central,87,Beans,Coffee,Colombian,27,245,Wisconsin,90,60,230,116
573,40,01-10-2013,Small Market,Central,11,Beans,Espresso,Caffe Mocha,53,106,Missouri,50,90,140,23
262,80,01-10-2013,Small Market,Central,24,Beans,Espresso,Caffe Mocha,71,185,Wisconsin,110,120,250,46
319,257,01-10-2013,Small Market,Central,84,Leaves,Herbal Tea,Chamomile,332,637,Iowa,200,210,480,117
515,122,01-10-2013,Small Market,Central,39,Leaves,Herbal Tea,Lemon,169,318,Iowa,90,130,240,62
417,86,01-10-2013,Small Market,Central,26,Leaves,Herbal Tea,Lemon,-39,116,Missouri,60,10,80,49
515,239,01-10-2013,Small Market,Central,66,Leaves,Tea,Darjeeling,221,509,Iowa,170,110,340,90
515,255,01-10-2013,Small Market,Central,96,Leaves,Tea,Earl Grey,272,604,Iowa,170,130,400,129
573,25,01-10-2013,Small Market,Central,9,Leaves,Tea,Earl Grey,-16,60,Missouri,10,0,30,42
720,81,01-11-2013,Major Market,Central,22,Beans,Coffee,Decaf Irish Cream,125,211,Colorado,80,80,190,33
847,113,01-11-2013,Major Market,Central,36,Beans,Coffee,Decaf Irish Cream,157,296,Illinois,110,110,270,59
970,75,01-11-2013,Major Market,Central,24,Beans,Espresso,Decaf Espresso,86,201,Colorado,90,100,240,56
847,211,01-11-2013,Major Market,Central,59,Beans,Espresso,Decaf Espresso,191,451,Illinois,270,200,540,83
719,118,01-11-2013,Major Market,Central,33,Beans,Coffee,Amaretto,190,309,Colorado,110,130,280,44
815,173,01-11-2013,Major Market,Central,57,Beans,Coffee,Colombian,206,439,Illinois,170,140,400,100
303,50,01-11-2013,Major Market,Central,14,Beans,Espresso,Caffe Mocha,71,131,Colorado,60,70,150,25
630,228,01-11-2013,Major Market,Central,75,Beans,Espresso,Caffe Mocha,291,567,Illinois,290,290,680,108
234,181,01-11-2013,Major Market,Central,50,Beans,Espresso,Caffe Mocha,159,387,Ohio,230,170,460,75
970,181,01-11-2013,Major Market,Central,50,Leaves,Herbal Tea,Chamomile,159,387,Colorado,170,100,330,75
708,118,01-11-2013,Major Market,Central,33,Leaves,Herbal Tea,Chamomile,188,309,Illinois,110,110,260,45
708,81,01-11-2013,Major Market,Central,22,Leaves,Herbal Tea,Mint,125,211,Illinois,70,80,180,33
614,78,01-11-2013,Major Market,Central,25,Leaves,Tea,Darjeeling,92,210,Ohio,60,60,160,57
309,75,01-11-2013,Major Market,Central,24,Leaves,Tea,Earl Grey,88,201,Illinois,60,50,150,55
740,102,01-11-2013,Major Market,Central,31,Leaves,Tea,Earl Grey,132,261,Ohio,80,70,200,54
970,88,01-11-2013,Major Market,Central,29,Leaves,Tea,Green Tea,104,213,Colorado,70,60,160,42
319,10,01-11-2013,Small Market,Central,3,Beans,Coffee,Decaf Irish Cream,-4,25,Iowa,0,10,20,16
920,77,01-11-2013,Small Market,Central,25,Beans,Coffee,Decaf Irish Cream,76,192,Wisconsin,70,60,170,52
712,15,01-11-2013,Small Market,Central,4,Beans,Coffee,Amaretto,12,42,Iowa,10,10,30,16
573,82,01-11-2013,Small Market,Central,31,Beans,Coffee,Colombian,56,196,Missouri,80,40,180,64
608,94,01-11-2013,Small Market,Central,85,Beans,Coffee,Colombian,24,239,Wisconsin,90,30,220,114
573,54,01-11-2013,Small Market,Central,15,Beans,Espresso,Caffe Mocha,76,141,Missouri,60,80,160,27
715,75,01-11-2013,Small Market,Central,23,Beans,Espresso,Caffe Mocha,67,175,Wisconsin,90,70,200,44
641,228,01-11-2013,Small Market,Central,75,Leaves,Herbal Tea,Chamomile,291,567,Iowa,210,180,490,108
641,113,01-11-2013,Small Market,Central,36,Leaves,Herbal Tea,Lemon,159,296,Iowa,100,100,250,58
563,211,01-11-2013,Small Market,Central,59,Leaves,Tea,Darjeeling,191,451,Iowa,170,110,350,83
641,245,01-11-2013,Small Market,Central,93,Leaves,Tea,Earl Grey,257,581,Iowa,200,130,450,127
720,86,01-12-2013,Major Market,Central,24,Beans,Coffee,Decaf Irish Cream,131,224,Colorado,80,90,200,36
312,127,01-12-2013,Major Market,Central,40,Beans,Coffee,Decaf Irish Cream,181,332,Illinois,120,130,300,63
720,67,01-12-2013,Major Market,Central,22,Beans,Espresso,Decaf Espresso,70,179,Colorado,80,80,210,54
773,250,01-12-2013,Major Market,Central,70,Beans,Espresso,Decaf Espresso,233,534,Illinois,320,240,640,94
303,123,01-12-2013,Major Market,Central,34,Beans,Coffee,Amaretto,199,322,Colorado,120,130,290,45
312,224,01-12-2013,Major Market,Central,73,Beans,Coffee,Colombian,288,569,Illinois,220,190,520,116
970,54,01-12-2013,Major Market,Central,15,Beans,Espresso,Caffe Mocha,79,142,Colorado,60,90,170,26
708,247,01-12-2013,Major Market,Central,81,Beans,Espresso,Caffe Mocha,321,614,Illinois,310,320,730,113
937,153,01-12-2013,Major Market,Central,42,Beans,Espresso,Caffe Mocha,129,326,Ohio,190,140,390,66
970,153,01-12-2013,Major Market,Central,42,Leaves,Herbal Tea,Chamomile,129,326,Colorado,140,80,280,66
618,123,01-12-2013,Major Market,Central,34,Leaves,Herbal Tea,Chamomile,197,322,Illinois,110,130,280,46
312,86,01-12-2013,Major Market,Central,24,Leaves,Herbal Tea,Mint,131,224,Illinois,80,80,190,36
513,88,01-12-2013,Major Market,Central,29,Leaves,Tea,Darjeeling,107,236,Ohio,70,70,180,61
513,134,01-12-2013,Major Market,Central,41,Leaves,Tea,Earl Grey,180,341,Ohio,110,90,260,65
719,81,01-12-2013,Major Market,Central,26,Leaves,Tea,Green Tea,98,197,Colorado,60,60,150,38
712,10,01-12-2013,Small Market,Central,3,Beans,Coffee,Decaf Irish Cream,-1,26,Iowa,0,10,20,15
414,83,01-12-2013,Small Market,Central,27,Beans,Coffee,Decaf Irish Cream,85,208,Wisconsin,80,70,190,55
573,68,01-12-2013,Small Market,Central,25,Beans,Coffee,Colombian,39,163,Missouri,60,40,150,59
262,105,01-12-2013,Small Market,Central,95,Beans,Coffee,Colombian,30,266,Wisconsin,100,30,240,125
573,50,01-12-2013,Small Market,Central,14,Beans,Espresso,Caffe Mocha,71,131,Missouri,60,70,150,25
262,80,01-12-2013,Small Market,Central,24,Beans,Espresso,Caffe Mocha,74,188,Wisconsin,100,80,220,46
515,247,01-12-2013,Small Market,Central,81,Leaves,Herbal Tea,Chamomile,321,614,Iowa,230,200,530,113
515,127,01-12-2013,Small Market,Central,40,Leaves,Herbal Tea,Lemon,183,332,Iowa,120,120,290,62
641,250,01-12-2013,Small Market,Central,70,Leaves,Tea,Darjeeling,232,534,Iowa,210,120,410,95
563,294,01-12-2013,Small Market,Central,111,Leaves,Tea,Earl Grey,321,697,Iowa,240,170,540,144
816,20,01-12-2013,Small Market,Central,7,Leaves,Tea,Earl Grey,-24,48,Missouri,10,-10,30,41
951,154,01-10-2012,Major Market,West,50,Beans,Coffee,Decaf Irish Cream,-117,130,California,220,-100,190,93
714,257,01-10-2012,Major Market,West,84,Beans,Espresso,Decaf Espresso,225,598,California,230,240,550,116
818,122,01-10-2012,Major Market,West,39,Beans,Coffee,Amaretto,-74,109,California,170,-60,150,61
626,260,01-10-2012,Major Market,West,91,Beans,Coffee,Colombian,247,650,California,380,470,960,143
562,239,01-10-2012,Major Market,West,66,Beans,Espresso,Caffe Latte,149,478,California,210,160,430,90
562,125,01-10-2012,Major Market,West,113,Beans,Espresso,Caffe Mocha,27,298,California,110,50,270,146
661,108,01-10-2012,Major Market,West,30,Leaves,Herbal Tea,Chamomile,115,265,California,80,120,210,42
562,239,01-10-2012,Major Market,West,74,Leaves,Herbal Tea,Lemon,186,520,California,190,170,410,95
562,123,01-10-2012,Major Market,West,34,Leaves,Tea,Darjeeling,134,302,California,50,80,140,45
971,43,01-10-2012,Small Market,West,13,Beans,Coffee,Decaf Irish Cream,29,107,Oregon,50,80,150,35
435,79,01-10-2012,Small Market,West,30,Beans,Coffee,Decaf Irish Cream,34,177,Utah,100,120,260,64
425,96,01-10-2012,Small Market,West,87,Beans,Coffee,Decaf Irish Cream,17,230,Washington,140,100,330,117
503,161,01-10-2012,Small Market,West,45,Beans,Espresso,Decaf Espresso,91,322,Oregon,140,110,290,70
253,80,01-10-2012,Small Market,West,24,Beans,Espresso,Decaf Espresso,48,174,Washington,60,80,150,46
971,51,01-10-2012,Small Market,West,46,Beans,Coffee,Amaretto,-5,122,Oregon,70,50,170,76
435,65,01-10-2012,Small Market,West,20,Beans,Coffee,Amaretto,36,142,Utah,90,90,200,41
971,60,01-10-2012,Small Market,West,19,Beans,Coffee,Colombian,21,144,Oregon,80,90,210,63
435,47,01-10-2012,Small Market,West,15,Beans,Coffee,Colombian,22,111,Utah,50,80,150,42
206,68,01-10-2012,Small Market,West,21,Beans,Coffee,Colombian,56,167,Washington,90,110,230,43
206,22,01-10-2012,Small Market,West,7,Beans,Espresso,Caffe Latte,10,51,Washington,10,20,30,19
702,21,01-10-2012,Small Market,West,5,Beans,Espresso,Caffe Mocha,14,52,Nevada,10,20,30,17
801,103,01-10-2012,Small Market,West,33,Beans,Espresso,Caffe Mocha,87,236,Utah,80,110,210,46
775,125,01-10-2012,Small Market,West,113,Leaves,Herbal Tea,Chamomile,26,298,Nevada,90,60,240,147
206,125,01-10-2012,Small Market,West,41,Leaves,Herbal Tea,Chamomile,115,313,Washington,90,130,250,73
702,154,01-10-2012,Small Market,West,50,Leaves,Herbal Tea,Lemon,120,367,Nevada,120,120,290,93
971,90,01-10-2012,Small Market,West,29,Leaves,Herbal Tea,Lemon,73,205,Oregon,60,90,160,42
702,122,01-10-2012,Small Market,West,39,Leaves,Herbal Tea,Mint,114,298,Nevada,90,130,240,62
435,86,01-10-2012,Small Market,West,26,Leaves,Herbal Tea,Mint,-27,109,Utah,60,0,80,50
702,257,01-10-2012,Small Market,West,84,Leaves,Tea,Darjeeling,224,598,Nevada,110,130,290,117
541,21,01-10-2012,Small Market,West,5,Leaves,Tea,Darjeeling,16,53,Oregon,0,20,20,16
775,239,01-10-2012,Small Market,West,66,Leaves,Tea,Earl Grey,149,478,Nevada,110,80,230,90
702,255,01-10-2012,Small Market,West,96,Leaves,Tea,Green Tea,-363,21,Nevada,110,-170,0,129
435,25,01-10-2012,Small Market,West,9,Leaves,Tea,Green Tea,-12,56,Utah,0,10,20,43
909,173,01-11-2012,Major Market,West,57,Beans,Coffee,Decaf Irish Cream,-127,146,California,200,-130,170,100
707,228,01-11-2012,Major Market,West,75,Beans,Espresso,Decaf Espresso,197,532,California,220,190,510,107
619,113,01-11-2012,Major Market,West,36,Beans,Coffee,Amaretto,-56,116,California,130,-50,130,59
951,249,01-11-2012,Major Market,West,87,Beans,Coffee,Colombian,235,623,California,290,310,740,139
559,211,01-11-2012,Major Market,West,59,Beans,Espresso,Caffe Latte,129,423,California,200,140,410,83
818,121,01-11-2012,Major Market,West,109,Beans,Espresso,Caffe Mocha,26,289,California,110,40,280,142
213,81,01-11-2012,Major Market,West,22,Leaves,Herbal Tea,Chamomile,84,198,California,70,80,180,33
213,225,01-11-2012,Major Market,West,69,Leaves,Herbal Tea,Lemon,174,490,California,210,160,450,91
213,118,01-11-2012,Major Market,West,33,Leaves,Tea,Darjeeling,128,290,California,80,110,210,44
801,82,01-11-2012,Small Market,West,31,Beans,Coffee,Decaf Irish Cream,38,184,Utah,90,60,210,64
253,94,01-11-2012,Small Market,West,85,Beans,Coffee,Decaf Irish Cream,16,224,Washington,110,40,260,114
503,181,01-11-2012,Small Market,West,50,Beans,Espresso,Decaf Espresso,108,363,Oregon,170,120,350,74
801,69,01-11-2012,Small Market,West,21,Beans,Coffee,Amaretto,39,150,Utah,80,50,170,42
971,53,01-11-2012,Small Market,West,17,Beans,Coffee,Colombian,14,128,Oregon,60,40,150,61
425,63,01-11-2012,Small Market,West,20,Beans,Coffee,Colombian,50,156,Washington,70,70,180,43
775,15,01-11-2012,Small Market,West,4,Beans,Espresso,Caffe Mocha,9,39,Nevada,10,10,30,15
435,101,01-11-2012,Small Market,West,33,Beans,Espresso,Caffe Mocha,85,231,Utah,90,90,220,45
775,121,01-11-2012,Small Market,West,109,Leaves,Herbal Tea,Chamomile,26,289,Nevada,110,20,260,142
206,130,01-11-2012,Small Market,West,42,Leaves,Herbal Tea,Chamomile,122,325,Washington,120,120,300,73
702,173,01-11-2012,Small Market,West,57,Leaves,Herbal Tea,Lemon,138,412,Nevada,160,130,380,101
971,88,01-11-2012,Small Market,West,29,Leaves,Herbal Tea,Lemon,70,200,Oregon,80,70,180,42
702,113,01-11-2012,Small Market,West,36,Leaves,Herbal Tea,Mint,107,278,Nevada,100,100,250,58
702,228,01-11-2012,Small Market,West,75,Leaves,Tea,Darjeeling,196,532,Nevada,160,140,380,108
702,211,01-11-2012,Small Market,West,59,Leaves,Tea,Earl Grey,128,423,Nevada,150,80,300,84
971,78,01-11-2012,Small Market,West,25,Leaves,Tea,Earl Grey,62,197,Oregon,50,50,140,57
702,245,01-11-2012,Small Market,West,93,Leaves,Tea,Green Tea,-340,32,Nevada,180,-280,0,127
971,102,01-11-2012,Small Market,West,31,Leaves,Tea,Green Tea,89,245,Oregon,70,70,170,54
714,224,01-12-2012,Major Market,West,73,Beans,Coffee,Decaf Irish Cream,-149,192,California,260,-150,220,117
209,247,01-12-2012,Major Market,West,81,Beans,Espresso,Decaf Espresso,216,576,California,240,210,550,113
951,127,01-12-2012,Major Market,West,40,Beans,Coffee,Amaretto,-88,102,California,150,-90,120,63
707,279,01-12-2012,Major Market,West,97,Beans,Coffee,Colombian,271,699,California,330,350,830,149
916,250,01-12-2012,Major Market,West,70,Beans,Espresso,Caffe Latte,157,501,California,240,160,480,94
530,135,01-12-2012,Major Market,West,122,Beans,Espresso,Caffe Mocha,31,322,California,130,40,310,156
626,86,01-12-2012,Major Market,West,24,Leaves,Herbal Tea,Chamomile,89,210,California,80,80,190,35
415,241,01-12-2012,Major Market,West,74,Leaves,Herbal Tea,Lemon,188,525,California,220,170,480,96
916,123,01-12-2012,Major Market,West,34,Leaves,Tea,Darjeeling,134,302,California,90,110,220,45
435,68,01-12-2012,Small Market,West,25,Beans,Coffee,Decaf Irish Cream,26,153,Utah,80,50,180,59
509,105,01-12-2012,Small Market,West,95,Beans,Coffee,Decaf Irish Cream,20,250,Washington,120,50,290,125
971,153,01-12-2012,Small Market,West,42,Beans,Espresso,Decaf Espresso,87,306,Oregon,150,80,290,66
253,80,01-12-2012,Small Market,West,24,Beans,Espresso,Decaf Espresso,51,176,Washington,70,60,170,45
435,63,01-12-2012,Small Market,West,19,Beans,Coffee,Amaretto,36,139,Utah,70,50,160,40
253,72,01-12-2012,Small Market,West,23,Beans,Coffee,Colombian,58,176,Washington,80,80,200,46
775,16,01-12-2012,Small Market,West,4,Beans,Espresso,Caffe Mocha,10,41,Nevada,10,10,30,15
435,94,01-12-2012,Small Market,West,31,Beans,Espresso,Caffe Mocha,77,214,Utah,90,70,200,43
702,135,01-12-2012,Small Market,West,122,Leaves,Herbal Tea,Chamomile,32,322,Nevada,120,30,290,155
509,115,01-12-2012,Small Market,West,37,Leaves,Herbal Tea,Chamomile,105,289,Washington,100,110,260,69
775,224,01-12-2012,Small Market,West,73,Leaves,Herbal Tea,Lemon,194,534,Nevada,210,170,490,116
541,81,01-12-2012,Small Market,West,26,Leaves,Herbal Tea,Lemon,66,185,Oregon,70,70,170,38
775,127,01-12-2012,Small Market,West,40,Leaves,Herbal Tea,Mint,122,312,Nevada,120,120,290,63
702,247,01-12-2012,Small Market,West,81,Leaves,Tea,Darjeeling,215,576,Nevada,180,150,420,114
702,250,01-12-2012,Small Market,West,70,Leaves,Tea,Earl Grey,157,501,Nevada,180,100,360,94
971,88,01-12-2012,Small Market,West,29,Leaves,Tea,Earl Grey,73,221,Oregon,60,60,160,60
775,294,01-12-2012,Small Market,West,111,Leaves,Tea,Green Tea,-408,31,Nevada,210,-320,0,145
503,134,01-12-2012,Small Market,West,41,Leaves,Tea,Green Tea,121,320,Oregon,90,100,230,65
435,20,01-12-2012,Small Market,West,7,Leaves,Tea,Green Tea,-15,45,Utah,10,0,30,40
650,154,01-10-2013,Major Market,West,50,Beans,Coffee,Decaf Irish Cream,-174,139,California,220,-100,190,93
415,257,01-10-2013,Major Market,West,84,Beans,Espresso,Decaf Espresso,334,637,California,230,240,550,116
909,122,01-10-2013,Major Market,West,39,Beans,Coffee,Amaretto,-110,116,California,170,-60,150,61
818,260,01-10-2013,Major Market,West,91,Beans,Coffee,Colombian,367,693,California,380,470,960,143
714,239,01-10-2013,Major Market,West,66,Beans,Espresso,Caffe Latte,221,509,California,210,160,430,90
805,125,01-10-2013,Major Market,West,113,Beans,Espresso,Caffe Mocha,40,318,California,110,50,270,146
925,108,01-10-2013,Major Market,West,30,Leaves,Herbal Tea,Chamomile,171,282,California,80,120,210,42
951,239,01-10-2013,Major Market,West,74,Leaves,Herbal Tea,Lemon,276,554,California,190,170,410,95
831,123,01-10-2013,Major Market,West,34,Leaves,Tea,Darjeeling,199,322,California,50,80,140,45
971,43,01-10-2013,Small Market,West,13,Beans,Coffee,Decaf Irish Cream,43,114,Oregon,50,80,150,35
435,79,01-10-2013,Small Market,West,30,Beans,Coffee,Decaf Irish Cream,50,189,Utah,100,120,260,64
206,96,01-10-2013,Small Market,West,87,Beans,Coffee,Decaf Irish Cream,25,245,Washington,140,100,330,117
503,161,01-10-2013,Small Market,West,45,Beans,Espresso,Decaf Espresso,135,343,Oregon,140,110,290,70
360,80,01-10-2013,Small Market,West,24,Beans,Espresso,Decaf Espresso,71,185,Washington,60,80,150,46
503,51,01-10-2013,Small Market,West,46,Beans,Coffee,Amaretto,-7,130,Oregon,70,50,170,76
435,65,01-10-2013,Small Market,West,20,Beans,Coffee,Amaretto,53,151,Utah,90,90,200,41
503,60,01-10-2013,Small Market,West,19,Beans,Coffee,Colombian,31,153,Oregon,80,90,210,63
435,47,01-10-2013,Small Market,West,15,Beans,Coffee,Colombian,33,118,Utah,50,80,150,42
360,68,01-10-2013,Small Market,West,21,Beans,Coffee,Colombian,83,178,Washington,90,110,230,43
206,22,01-10-2013,Small Market,West,7,Beans,Espresso,Caffe Latte,15,54,Washington,10,20,30,19
775,21,01-10-2013,Small Market,West,5,Beans,Espresso,Caffe Mocha,21,55,Nevada,10,20,30,17
435,103,01-10-2013,Small Market,West,33,Beans,Espresso,Caffe Mocha,129,251,Utah,80,110,210,46
702,125,01-10-2013,Small Market,West,113,Leaves,Herbal Tea,Chamomile,39,318,Nevada,90,60,240,147
360,125,01-10-2013,Small Market,West,41,Leaves,Herbal Tea,Chamomile,171,334,Washington,90,130,250,73
775,154,01-10-2013,Small Market,West,50,Leaves,Herbal Tea,Lemon,178,391,Nevada,120,120,290,93
541,90,01-10-2013,Small Market,West,29,Leaves,Herbal Tea,Lemon,108,218,Oregon,60,90,160,42
775,122,01-10-2013,Small Market,West,39,Leaves,Herbal Tea,Mint,169,318,Nevada,90,130,240,62
435,86,01-10-2013,Small Market,West,26,Leaves,Herbal Tea,Mint,-40,116,Utah,60,0,80,50
775,257,01-10-2013,Small Market,West,84,Leaves,Tea,Darjeeling,332,637,Nevada,110,130,290,117
971,21,01-10-2013,Small Market,West,5,Leaves,Tea,Darjeeling,24,56,Oregon,0,20,20,16
775,239,01-10-2013,Small Market,West,66,Leaves,Tea,Earl Grey,221,509,Nevada,110,80,230,90
702,255,01-10-2013,Small Market,West,96,Leaves,Tea,Green Tea,-539,22,Nevada,110,-170,0,129
435,25,01-10-2013,Small Market,West,9,Leaves,Tea,Green Tea,-18,60,Utah,0,10,20,43
626,173,01-11-2013,Major Market,West,57,Beans,Coffee,Decaf Irish Cream,-188,156,California,200,-130,170,100
213,228,01-11-2013,Major Market,West,75,Beans,Espresso,Decaf Espresso,292,567,California,220,190,510,107
916,113,01-11-2013,Major Market,West,36,Beans,Coffee,Amaretto,-83,124,California,130,-50,130,59
213,249,01-11-2013,Major Market,West,87,Beans,Coffee,Colombian,349,664,California,290,310,740,139
951,211,01-11-2013,Major Market,West,59,Beans,Espresso,Caffe Latte,191,451,California,200,140,410,83
916,121,01-11-2013,Major Market,West,109,Beans,Espresso,Caffe Mocha,39,308,California,110,40,280,142
760,81,01-11-2013,Major Market,West,22,Leaves,Herbal Tea,Chamomile,125,211,California,70,80,180,33
510,225,01-11-2013,Major Market,West,69,Leaves,Herbal Tea,Lemon,258,522,California,210,160,450,91
805,118,01-11-2013,Major Market,West,33,Leaves,Tea,Darjeeling,190,309,California,80,110,210,44
435,82,01-11-2013,Small Market,West,31,Beans,Coffee,Decaf Irish Cream,56,196,Utah,90,60,210,64
